Date,Title,Link,Image
12/07/1941,The attack on Pearl Harbor,https://en.wikipedia.org/wiki/Attack_on_Pearl_Harbor,https://historiek.net/wp-content/uploads-phistor1/2013/12/pearl-harbor-attack.jpg
11/28/1943,Teheran coference,https://www.historynet.com/churchill-roosevelt-and-stalin-meet-for-first-time-at-war-summit.htm,https://upload.wikimedia.org/wikipedia/commons/a/a8/Tehran_Conference_%2C_1943.png
